Species,VGNC ID (gene),Approved symbol,Approved name,Human gene ortholog HGNC ID
Cattle,VGNC:83615,H3-3D,H3.3 histone D,NA
Cattle,VGNC:83609,H3-4,"H3.4 histone, cluster member",HGNC:4778
,,,,
Cattle,VGNC:83549,H4C1,H4 clustered histone 1,HGNC:4781
Cattle,VGNC:83551,H4C2,H4 clustered histone 2,HGNC:4789
Cattle,VGNC:84553,H4C3,H4 clustered histone 3,HGNC:4787
Cattle,VGNC:83562,H4C4,H4 clustered histone 4,HGNC:4782
Cattle,VGNC:95390,H4C6,H4 clustered histone 6,HGNC:4783
Cattle,VGNC:84556,H4C7,H4 clustered histone 7,HGNC:4792
Cattle,VGNC:83575,H4C8,H4 clustered histone 8,HGNC:4788
Cattle,VGNC:83579,H4C9,H4 clustered histone 9,HGNC:4793
Cattle,VGNC:83588,H4C11,H4 clustered histone 11,HGNC:4785
Cattle,VGNC:84554,H4C12,H4 clustered histone 12,HGNC:4784
Cattle,VGNC:83593,H4C13,H4 clustered histone 13,HGNC:4791
Cattle,VGNC:83597,H4C14,H4 clustered histone 14,HGNC:4794
Cattle,VGNC:83618,H4-16,H4 histone 16,HGNC:20510
Cattle,VGNC:97172,H4C19,H4 clustered histone 19,NA
